date;year;month;day;T;P;Q_obs;Q_sim
26.04.2009;2009;4;26;0.29;0.5;37.4;22.51
27.04.2009;2009;4;27;6.06;1.63;39;23.29
28.04.2009;2009;4;28;5.73;0.15;40.2;27.39
29.04.2009;2009;4;29;2.9;3.98;43;34.65
30.04.2009;2009;4;30;2.69;2.25;47.7;42.88
01.05.2009;2009;5;1;1.29;0;58.3;48.78
02.05.2009;2009;5;2;0.84;0.13;73.7;51.23
03.05.2009;2009;5;3;0.15;0.48;93.6;50.79
04.05.2009;2009;5;4;0.36;0.25;125;49.06
05.05.2009;2009;5;5;2.95;0.75;158;48.23
06.05.2009;2009;5;6;13.13;0;206;53.71
07.05.2009;2009;5;7;16.63;0;260;85.35
08.05.2009;2009;5;8;15.34;0.1;324;164.19
09.05.2009;2009;5;9;13.93;0.03;321;286.96
10.05.2009;2009;5;10;10.53;0.08;351;419.67
11.05.2009;2009;5;11;14.2;0;405;513.53
12.05.2009;2009;5;12;17.4;0;476;544.38
13.05.2009;2009;5;13;19.29;0;542;522.35
14.05.2009;2009;5;14;20.56;0.03;578;475.99
15.05.2009;2009;5;15;15.66;8.58;584;434.96
16.05.2009;2009;5;16;7.68;10;572;411.17
17.05.2009;2009;5;17;3.08;1.6;545;398.09
18.05.2009;2009;5;18;10;0;503;381.47
19.05.2009;2009;5;19;6.89;0;458;353.31
20.05.2009;2009;5;20;0.46;0.1;419;319.57
21.05.2009;2009;5;21;2.19;0;381;288
22.05.2009;2009;5;22;5.95;0;341;259.62
23.05.2009;2009;5;23;11.05;0;292;234.04
24.05.2009;2009;5;24;8.16;5.03;239;213.5
25.05.2009;2009;5;25;14.49;0.08;184;197.54
26.05.2009;2009;5;26;14.95;0.2;138;183.3
27.05.2009;2009;5;27;12.04;2.33;111;168.96
28.05.2009;2009;5;28;16.19;0.08;95.6;154.44
29.05.2009;2009;5;29;21.26;0;87.6;141.24
30.05.2009;2009;5;30;14.16;0;81.2;128.3
31.05.2009;2009;5;31;9.64;0.43;75.2;115.73
01.06.2009;2009;6;1;7.84;1.58;68.9;105.56
02.06.2009;2009;6;2;12.53;1.5;62.6;98.6
03.06.2009;2009;6;3;9.06;1.6;57;94.42
04.06.2009;2009;6;4;17.1;5.05;51.8;91.82
05.06.2009;2009;6;5;15.05;8.75;49.2;90.09
06.06.2009;2009;6;6;16.08;2.05;47.3;88.97
07.06.2009;2009;6;7;16.45;6.58;46;88.14
08.06.2009;2009;6;8;14.09;0.58;47.9;86.96
09.06.2009;2009;6;9;15.03;6.8;49.9;85.61
10.06.2009;2009;6;10;13.26;1.58;50.5;84.26
11.06.2009;2009;6;11;13.74;1.33;51.8;82.63
12.06.2009;2009;6;12;19.23;3.1;53.8;80.83
13.06.2009;2009;6;13;18.91;5.55;53.8;79.01
14.06.2009;2009;6;14;17.51;23.75;52.5;78.94
15.06.2009;2009;6;15;20.99;0;49.2;80.12
16.06.2009;2009;6;16;23.71;0.03;45.3;80.68
17.06.2009;2009;6;17;24;1.58;46;79.46
18.06.2009;2009;6;18;21.24;4.6;47.9;77.2
19.06.2009;2009;6;19;19.89;10.08;47.9;76.05
20.06.2009;2009;6;20;14.09;1.23;44;75.59
21.06.2009;2009;6;21;15.23;1.08;38.2;74.85
22.06.2009;2009;6;22;13.1;1.05;35.6;73.27
23.06.2009;2009;6;23;11.01;0.18;34.3;71.02
24.06.2009;2009;6;24;12.75;0.1;34.3;68.69
25.06.2009;2009;6;25;14.01;0;33;66.29
26.06.2009;2009;6;26;12.29;0;29.8;63.9
27.06.2009;2009;6;27;14.66;0.13;26.8;61.58
28.06.2009;2009;6;28;13.8;13.08;24.4;59.63
29.06.2009;2009;6;29;11.56;18;23.3;58.88
30.06.2009;2009;6;30;8.79;0;23.3;58.98
01.07.2009;2009;7;1;10.75;0;23.3;58.8
02.07.2009;2009;7;2;12.41;5;24.4;57.88
03.07.2009;2009;7;3;9.28;35.23;26.2;59.48
04.07.2009;2009;7;4;9.69;0.78;31;64.14
05.07.2009;2009;7;5;10.7;0.1;34.9;68.47
06.07.2009;2009;7;6;11.64;1;40.8;69.56
07.07.2009;2009;7;7;12.48;3.75;48.6;68.44
08.07.2009;2009;7;8;11.83;47.5;59.8;84.71
09.07.2009;2009;7;9;11.5;12.25;84.4;128.99
10.07.2009;2009;7;10;12.34;1.7;120;182.09
11.07.2009;2009;7;11;16.31;0.3;131;213.07
12.07.2009;2009;7;12;19.85;0;141;209.98
13.07.2009;2009;7;13;21.6;0;155;191.61
14.07.2009;2009;7;14;21.05;0;164;172.94
15.07.2009;2009;7;15;23.8;1.25;165;156.53
16.07.2009;2009;7;16;19.89;6.75;153;145.64
17.07.2009;2009;7;17;19.13;0;130;139.02
18.07.2009;2009;7;18;19.91;12.5;99.6;137.32
19.07.2009;2009;7;19;14.19;11.58;71.7;142.34
20.07.2009;2009;7;20;10.46;0.33;55.7;149.31
21.07.2009;2009;7;21;12.76;0;46;150.79
22.07.2009;2009;7;22;17.66;0;42.7;141.69
23.07.2009;2009;7;23;18;0.2;41.4;127.92
24.07.2009;2009;7;24;18.43;0.55;40.8;115.6
25.07.2009;2009;7;25;18.09;0.85;40.1;105.68
26.07.2009;2009;7;26;19.58;0;38.2;98.66
27.07.2009;2009;7;27;21.93;0;36.9;94.03
28.07.2009;2009;7;28;20.45;2.03;35.6;90.68
29.07.2009;2009;7;29;18.29;0.08;35.6;87.61
30.07.2009;2009;7;30;18.3;0;33.6;84.66
31.07.2009;2009;7;31;15.36;0;31;81.7
01.08.2009;2009;8;1;17.86;0;28;78.73
02.08.2009;2009;8;2;19.13;0;25;75.86
03.08.2009;2009;8;3;19.11;0;22.7;73.1
04.08.2009;2009;8;4;17.01;0.1;20.4;70.44
05.08.2009;2009;8;5;11.64;0;19.3;67.88
06.08.2009;2009;8;6;12.03;0.1;18.4;65.41
07.08.2009;2009;8;7;10.45;0.65;17.5;63.04
08.08.2009;2009;8;8;8.65;6.83;17.5;60.79
09.08.2009;2009;8;9;8.2;4.48;16.6;58.7
10.08.2009;2009;8;10;12.06;0.88;16.2;56.76
11.08.2009;2009;8;11;11.24;0.08;15.7;54.86
12.08.2009;2009;8;12;12.81;1.6;15.7;52.96
13.08.2009;2009;8;13;17.84;4.6;15.3;51.15
14.08.2009;2009;8;14;18.93;0.03;15.3;49.44
15.08.2009;2009;8;15;16.99;0.1;15.3;47.78
16.08.2009;2009;8;16;15.03;1.58;15.3;46.12
17.08.2009;2009;8;17;13.8;1.5;14.8;44.49
18.08.2009;2009;8;18;15.9;0;14.8;42.93
19.08.2009;2009;8;19;18.53;0;14.5;41.41
20.08.2009;2009;8;20;21.13;1;14.5;39.92
21.08.2009;2009;8;21;21.13;3;14.5;38.5
22.08.2009;2009;8;22;15.4;0;14.5;37.14
23.08.2009;2009;8;23;10.03;0;14.1;35.83
24.08.2009;2009;8;24;7.18;0;14.1;34.54
25.08.2009;2009;8;25;10.34;0;14.1;33.28
26.08.2009;2009;8;26;11.01;0.13;13.8;32.07
27.08.2009;2009;8;27;16.26;2.48;13.8;30.91
28.08.2009;2009;8;28;15.26;6;13.8;29.82
29.08.2009;2009;8;29;14.58;0.1;14.1;28.8
30.08.2009;2009;8;30;10.13;0;14.8;27.81
31.08.2009;2009;8;31;6.48;0;15.7;26.82
01.09.2009;2009;9;1;8.54;6.08;17.1;25.88
02.09.2009;2009;9;2;12.41;0.53;17.5;25.01
03.09.2009;2009;9;3;15.03;0.1;17.5;24.17
04.09.2009;2009;9;4;17.35;0;16.6;23.34
05.09.2009;2009;9;5;17.46;0;15.7;22.5
06.09.2009;2009;9;6;17.74;0;14.8;21.68
07.09.2009;2009;9;7;18.63;0;14.5;20.89
08.09.2009;2009;9;8;19.45;0.1;14.1;20.13
09.09.2009;2009;9;9;15.24;0.45;13.8;19.4
10.09.2009;2009;9;10;13.33;0.45;13.4;18.7
11.09.2009;2009;9;11;15.5;0;13.1;18.02
12.09.2009;2009;9;12;11.1;0;13.1;17.37
13.09.2009;2009;9;13;11.55;0.3;12.7;16.74
14.09.2009;2009;9;14;12.16;0;12.7;16.13
15.09.2009;2009;9;15;9.66;0.1;12.4;15.54
16.09.2009;2009;9;16;8.33;0.03;12;14.98
17.09.2009;2009;9;17;11.98;0.08;12;14.43
18.09.2009;2009;9;18;11.89;0.43;12;13.91
19.09.2009;2009;9;19;6.26;3.4;11.7;13.41
20.09.2009;2009;9;20;4.39;0.38;11.7;12.93
21.09.2009;2009;9;21;5.33;1.5;11.3;12.47
22.09.2009;2009;9;22;8.81;4.75;11.3;12.04
23.09.2009;2009;9;23;10.36;0.63;11.7;11.64
24.09.2009;2009;9;24;9.66;2.45;12;11.27
25.09.2009;2009;9;25;9.91;1.28;12.4;10.91
26.09.2009;2009;9;26;9.16;5.75;12.7;10.61
27.09.2009;2009;9;27;8.1;2.83;13.4;10.37
28.09.2009;2009;9;28;10.88;1.78;13.8;10.19
29.09.2009;2009;9;29;11.19;2.35;14.1;10.03
30.09.2009;2009;9;30;13.04;1;14.5;9.86
01.10.2009;2009;10;1;8.71;3;14.5;9.7
02.10.2009;2009;10;2;3.35;1.5;14.5;9.56
03.10.2009;2009;10;3;4.93;8.53;14.5;9.59
04.10.2009;2009;10;4;3.33;0.08;14.5;9.75
05.10.2009;2009;10;5;6.65;0.25;14.5;9.82
06.10.2009;2009;10;6;6.23;2.85;14.8;9.78
07.10.2009;2009;10;7;5.24;2.4;15.7;9.74
08.10.2009;2009;10;8;3.88;0.85;16.2;9.81
09.10.2009;2009;10;9;7.06;13.75;17.5;10.37
10.10.2009;2009;10;10;1.56;9.8;18.4;12.09
11.10.2009;2009;10;11;-0.57;0.4;19.9;14.42
12.10.2009;2009;10;12;1.16;0.25;22.7;16.09
13.10.2009;2009;10;13;0.83;8.48;29.8;17.28
14.10.2009;2009;10;14;6.75;2.58;39.5;18.99
15.10.2009;2009;10;15;1.46;1.6;46;21.26
16.10.2009;2009;10;16;-0.59;0;46.6;22.72
17.10.2009;2009;10;17;4.56;1.4;44.7;22.99
18.10.2009;2009;10;18;8.28;2.75;43.4;23.19
19.10.2009;2009;10;19;7.09;3.75;43.4;24.11
20.10.2009;2009;10;20;4.98;3.5;43.4;25.9
21.10.2009;2009;10;21;1.31;0.1;41.4;27.6
22.10.2009;2009;10;22;0.23;2.03;40.1;28.29
23.10.2009;2009;10;23;-0.2;0.08;39.5;27.85
24.10.2009;2009;10;24;-0.69;0.3;38.8;26.85
25.10.2009;2009;10;25;-4.05;0;37.5;25.87
26.10.2009;2009;10;26;-3.6;0;34.3;24.93
27.10.2009;2009;10;27;-3.36;1.45;31.7;24.02
28.10.2009;2009;10;28;-2;4.1;29.2;23.15
29.10.2009;2009;10;29;-0.64;2.1;27.4;22.31
30.10.2009;2009;10;30;1.35;5.5;26.2;22.29
31.10.2009;2009;10;31;-0.38;3;25.6;23.06
01.11.2009;2009;11;1;-5.69;1;24.8;23.8
02.11.2009;2009;11;2;-4.89;1.18;23.5;23.72
03.11.2009;2009;11;3;-4.78;2.23;22.2;22.86
04.11.2009;2009;11;4;-2.73;1.08;20.7;22.03
05.11.2009;2009;11;5;-3.49;1.18;22.3;21.23
06.11.2009;2009;11;6;-2.65;2.15;24.1;20.45
07.11.2009;2009;11;7;-3.21;0.15;24.7;19.71
08.11.2009;2009;11;8;-5.5;2.2;24.9;18.99
09.11.2009;2009;11;9;-4.69;12.75;24.3;18.3
10.11.2009;2009;11;10;-5.73;6.3;24.2;17.63
11.11.2009;2009;11;11;-12.03;0.4;23.6;16.99
12.11.2009;2009;11;12;-7.91;1.55;23.3;16.37
13.11.2009;2009;11;13;-2.45;0;23.5;15.78
14.11.2009;2009;11;14;-2.1;2.25;22.8;15.2
15.11.2009;2009;11;15;-2.2;1.75;22.5;14.65
16.11.2009;2009;11;16;-3.99;0.15;22.6;14.12
17.11.2009;2009;11;17;-5.43;0.15;22.3;13.6
18.11.2009;2009;11;18;-9.64;0;21.6;13.11
19.11.2009;2009;11;19;-4.68;1.25;21.8;12.63
20.11.2009;2009;11;20;-3.4;4.4;21.4;12.17
21.11.2009;2009;11;21;-3.36;2.25;21.1;11.73
22.11.2009;2009;11;22;-3.65;0.5;21.2;11.3
23.11.2009;2009;11;23;-4.36;0.43;20.8;10.89
24.11.2009;2009;11;24;-3.19;1.63;20.5;10.49
25.11.2009;2009;11;25;-1.46;4.75;20.1;10.11
26.11.2009;2009;11;26;-1.21;7;19.8;9.74
27.11.2009;2009;11;27;-2.53;2.25;19.8;9.39
28.11.2009;2009;11;28;-0.11;2.55;20.2;9.05
29.11.2009;2009;11;29;0.95;0.9;19.5;8.8
30.11.2009;2009;11;30;0.96;0.8;19.5;8.72
01.12.2009;2009;12;1;-0.56;0.7;20.2;8.72
02.12.2009;2009;12;2;-0.01;3.5;20.6;8.64
03.12.2009;2009;12;3;1.67;1.8;22.1;8.66
04.12.2009;2009;12;4;-2.79;0.15;24.5;8.86
05.12.2009;2009;12;5;-12.49;0.25;26.5;9.05
06.12.2009;2009;12;6;-20.45;0.2;27.7;8.98
07.12.2009;2009;12;7;-18.36;0.03;28.5;8.65
08.12.2009;2009;12;8;-13.28;2.08;28.5;8.34
09.12.2009;2009;12;9;-11.39;3.9;28.2;8.03
10.12.2009;2009;12;10;-21.16;0.08;27.7;7.74
11.12.2009;2009;12;11;-14.3;0.6;26.9;7.46
12.12.2009;2009;12;12;-10.15;1.35;22.9;7.19
13.12.2009;2009;12;13;-15.31;3.45;21;6.93
14.12.2009;2009;12;14;-34.1;0.23;19.5;6.67
15.12.2009;2009;12;15;-39.54;0;17.8;6.43
16.12.2009;2009;12;16;-37.24;0;16.8;6.2
17.12.2009;2009;12;17;-27.85;1.15;15.5;5.97
18.12.2009;2009;12;18;-22.65;1.35;14;5.75
19.12.2009;2009;12;19;-30.79;0;12.9;5.55
20.12.2009;2009;12;20;-23.04;0.2;11.5;5.34
21.12.2009;2009;12;21;-26.99;0;10.5;5.15
22.12.2009;2009;12;22;-21.09;5;10;4.96
23.12.2009;2009;12;23;-15.14;3.8;9.55;4.78
24.12.2009;2009;12;24;-11.41;7.63;9.32;4.61
25.12.2009;2009;12;25;-6.3;2.45;9.32;4.44
26.12.2009;2009;12;26;-16.93;0.28;9.31;4.28
27.12.2009;2009;12;27;-17.76;5.9;9.31;4.12
28.12.2009;2009;12;28;-8.16;3.5;9.53;3.97
29.12.2009;2009;12;29;-14.43;0.88;10;3.83
30.12.2009;2009;12;30;-17.5;0.35;10.3;3.69
31.12.2009;2009;12;31;-18.58;2.68;10;3.55
01.01.2010;2010;1;1;-20.68;1.15;9.78;3.42
02.01.2010;2010;1;2;-19.3;3.6;9.77;3.3
03.01.2010;2010;1;3;-14.64;5.55;9.98;3.18
04.01.2010;2010;1;4;-7.81;10.93;10.2;3.06
05.01.2010;2010;1;5;-22.86;0.53;10.1;2.95
06.01.2010;2010;1;6;-31.8;0;9.86;2.84
07.01.2010;2010;1;7;-32.24;0;9.8;2.74
08.01.2010;2010;1;8;-26.19;0.5;9.93;2.64
09.01.2010;2010;1;9;-17.61;2.65;10;2.55
10.01.2010;2010;1;10;-16.16;1.8;10.1;2.45
11.01.2010;2010;1;11;-27.03;0.65;10.2;2.36
12.01.2010;2010;1;12;-14.84;2.65;10.6;2.28
13.01.2010;2010;1;13;-13.5;1.6;11;2.19
14.01.2010;2010;1;14;-16.01;1.15;10.9;2.11
15.01.2010;2010;1;15;-19.6;0.5;10.9;2.04
16.01.2010;2010;1;16;-25.19;0.15;10.9;1.96
17.01.2010;2010;1;17;-14.66;0.85;11.1;1.89
18.01.2010;2010;1;18;-13;1.85;11.1;1.82
19.01.2010;2010;1;19;-14.53;0.25;11.1;1.76
20.01.2010;2010;1;20;-22.6;0;11.3;1.69
21.01.2010;2010;1;21;-26.54;0;10.9;1.63
22.01.2010;2010;1;22;-26.09;0;10.9;1.57
23.01.2010;2010;1;23;-27.55;0;10.9;1.51
24.01.2010;2010;1;24;-26.83;0.38;10.9;1.46
25.01.2010;2010;1;25;-14.68;0.55;10.9;1.41
26.01.2010;2010;1;26;-17.6;0.08;10.7;1.36
27.01.2010;2010;1;27;-22.38;0.03;10.7;1.31
28.01.2010;2010;1;28;-25.36;0.08;10.7;1.26
29.01.2010;2010;1;29;-19.28;0.03;10.1;1.21
30.01.2010;2010;1;30;-19.21;0.13;10.1;1.17
31.01.2010;2010;1;31;-16.35;2.15;10.1;1.13
01.02.2010;2010;2;1;-21.69;0;10.1;1.08
02.02.2010;2010;2;2;-21.9;0;9.6;1.05
03.02.2010;2010;2;3;-19.13;0;9.6;1.01
04.02.2010;2010;2;4;-18.84;0;9.6;0.97
05.02.2010;2010;2;5;-17.06;0.1;9.07;0.94
06.02.2010;2010;2;6;-16.73;0.08;9.07;0.9
07.02.2010;2010;2;7;-14.54;0.93;9.07;0.87
08.02.2010;2010;2;8;-16.25;0;8.56;0.84
09.02.2010;2010;2;9;-15.54;0;8.56;0.81
10.02.2010;2010;2;10;-13.23;0;8.22;0.78
11.02.2010;2010;2;11;-13.46;0;8.22;0.75
12.02.2010;2010;2;12;-12.81;0;8.22;0.72
13.02.2010;2010;2;13;-10.81;0.4;7.91;0.7
14.02.2010;2010;2;14;-11.2;0;7.28;0.67
15.02.2010;2010;2;15;-11.78;1.5;7.13;0.65
16.02.2010;2010;2;16;-11.15;1.7;7.28;0.62
17.02.2010;2010;2;17;-18.14;0;7.58;0.6
18.02.2010;2010;2;18;-25.73;0;7.43;0.58
19.02.2010;2010;2;19;-22.29;0.5;7.13;0.56
20.02.2010;2010;2;20;-28.67;0;6.99;0.54
21.02.2010;2010;2;21;-28.7;0;7.01;0.52
22.02.2010;2010;2;22;-27.66;0;6.43;0.5
23.02.2010;2010;2;23;-19.66;0.5;6.72;0.48
24.02.2010;2010;2;24;-14.86;2.5;7.3;0.46
25.02.2010;2010;2;25;-14.48;0.13;7.6;0.45
26.02.2010;2010;2;26;-8.84;0.38;8.06;0.43
27.02.2010;2010;2;27;-7.16;0;8.06;0.41
28.02.2010;2010;2;28;-8.65;0.05;7.9;0.4
01.03.2010;2010;3;1;-6.61;0.35;7.9;0.38
02.03.2010;2010;3;2;-5.89;0.08;7.9;0.37
03.03.2010;2010;3;3;-5.63;0.78;8.06;0.36
04.03.2010;2010;3;4;-3.35;0.95;8.06;0.34
05.03.2010;2010;3;5;-3.69;6.5;8.06;0.33
06.03.2010;2010;3;6;-6.15;3.2;8.06;0.32
07.03.2010;2010;3;7;-8.19;0;8.23;0.31
08.03.2010;2010;3;8;-6.69;1.25;8.23;0.3
09.03.2010;2010;3;9;-6.49;2.5;8.23;0.29
10.03.2010;2010;3;10;-7.68;0.15;8.23;0.28
11.03.2010;2010;3;11;-6.85;0.9;8.23;0.27
12.03.2010;2010;3;12;-8.64;2.05;8.4;0.26
13.03.2010;2010;3;13;-2;1.25;8.4;0.25
14.03.2010;2010;3;14;-4.06;1.6;8.4;0.24
15.03.2010;2010;3;15;-4.26;1.3;8.57;0.23
16.03.2010;2010;3;16;-6.95;1.45;8.57;0.22
17.03.2010;2010;3;17;-7.6;2.45;8.57;0.21
18.03.2010;2010;3;18;-10.05;0;8.57;0.2
19.03.2010;2010;3;19;-9.95;2;8.57;0.2
20.03.2010;2010;3;20;-10.33;0;8.57;0.19
21.03.2010;2010;3;21;-8.05;0.05;8.24;0.18
22.03.2010;2010;3;22;-3.73;1.1;8.24;0.18
23.03.2010;2010;3;23;-1.59;3.15;8.4;0.17
24.03.2010;2010;3;24;-5.56;0.8;8.4;0.16
25.03.2010;2010;3;25;-8.58;0;8.22;0.16
26.03.2010;2010;3;26;-9.65;0.2;8.22;0.15
27.03.2010;2010;3;27;-7.28;4;8.38;0.15
28.03.2010;2010;3;28;-3.9;0.25;8.38;0.14
29.03.2010;2010;3;29;1.9;0.75;8.53;0.18
30.03.2010;2010;3;30;3.28;0;8.69;0.36
31.03.2010;2010;3;31;4.94;0;9.21;0.85
01.04.2010;2010;4;1;2.99;0;9.75;1.68
02.04.2010;2010;4;2;5.14;0;10.1;2.95
03.04.2010;2010;4;3;8.1;0;11.2;5.37
04.04.2010;2010;4;4;8.75;0;12;10.35
05.04.2010;2010;4;5;9.91;0;12.6;19.96
06.04.2010;2010;4;6;6.39;0;13.5;33.91
07.04.2010;2010;4;7;5.36;0;14.3;49.59
08.04.2010;2010;4;8;7.29;0;15.4;65.67
09.04.2010;2010;4;9;6.58;0;15.4;86.06
10.04.2010;2010;4;10;5.3;0;17.6;114.34
11.04.2010;2010;4;11;2.9;0;21.7;143.58
12.04.2010;2010;4;12;-0.7;0.05;26.4;160.52
13.04.2010;2010;4;13;-0.46;0.35;33.2;159.53
14.04.2010;2010;4;14;0.26;0;41.4;147.16
15.04.2010;2010;4;15;0.9;0.3;49.1;132.85
16.04.2010;2010;4;16;3;0.5;59.3;123.83
17.04.2010;2010;4;17;5.13;0;70.4;126.27
18.04.2010;2010;4;18;6.28;2.25;89.7;146.41
19.04.2010;2010;4;19;7.51;4.05;110;188.04
20.04.2010;2010;4;20;6.93;1.08;126;244.14
21.04.2010;2010;4;21;4.83;0.23;141;297.55
22.04.2010;2010;4;22;11.83;0;166;348.92
23.04.2010;2010;4;23;17.21;0.25;209;395.47
24.04.2010;2010;4;24;8.05;1.05;248;424.19
25.04.2010;2010;4;25;9.01;0;304;420.52
26.04.2010;2010;4;26;3.95;0;361;387.8
27.04.2010;2010;4;27;1.28;0.18;419;350.61
28.04.2010;2010;4;28;1.38;0.53;458;316.65
29.04.2010;2010;4;29;6.04;0.5;470;286.89
30.04.2010;2010;4;30;5.89;1.5;465;261.48
01.05.2010;2010;5;1;10.3;0;437;239.14
02.05.2010;2010;5;2;11.6;1.05;403;218.89
03.05.2010;2010;5;3;13.56;2.25;367;201.29
04.05.2010;2010;5;4;13.89;1.25;324;186.5
05.05.2010;2010;5;5;15.28;5.75;280;176.5
06.05.2010;2010;5;6;18;0.48;231;168.87
07.05.2010;2010;5;7;7.51;0.23;182;160.15
08.05.2010;2010;5;8;5.99;0.18;154;148.45
09.05.2010;2010;5;9;13.06;0.53;138;134.67
10.05.2010;2010;5;10;17.24;0;130;122.11
11.05.2010;2010;5;11;21.39;0;119;111
12.05.2010;2010;5;12;22.21;0;104;102.1
13.05.2010;2010;5;13;21.69;0;90;95.83
14.05.2010;2010;5;14;20.74;0;76.4;91.67
15.05.2010;2010;5;15;21.38;0;66.3;88.33
16.05.2010;2010;5;16;16.91;9.25;59.3;85.48
17.05.2010;2010;5;17;6.23;15.75;56.5;83.94
18.05.2010;2010;5;18;7.49;0;55.1;83.32
19.05.2010;2010;5;19;11.39;0;57.2;82.36
20.05.2010;2010;5;20;11.4;0;62.1;80.22
21.05.2010;2010;5;21;16.34;0.1;69.1;77.31
22.05.2010;2010;5;22;12.63;1.3;74;74.59
23.05.2010;2010;5;23;4.66;0;69.8;72.05
24.05.2010;2010;5;24;9.74;0.1;57.9;69.59
25.05.2010;2010;5;25;15.47;0.3;48.8;67.16
26.05.2010;2010;5;26;18.19;0;43;64.76
27.05.2010;2010;5;27;15.19;15.5;40;62.85
28.05.2010;2010;5;28;7.85;9;37.5;61.95
29.05.2010;2010;5;29;7.66;1.9;37.5;61.77
30.05.2010;2010;5;30;11.95;0;40.5;61.34
31.05.2010;2010;5;31;13.51;2.08;45.5;60.11
01.06.2010;2010;6;1;16.46;0.23;55.1;58.39
02.06.2010;2010;6;2;17.53;0;61.4;56.58
03.06.2010;2010;6;3;12.79;3.2;62.1;54.84
04.06.2010;2010;6;4;16.06;0.6;54.4;53.15
05.06.2010;2010;6;5;20.58;2.3;47.4;51.62
06.06.2010;2010;6;6;11.16;6.5;43.5;50.27
07.06.2010;2010;6;7;8.86;0.3;41.5;49.02
08.06.2010;2010;6;8;10.1;1;40.5;47.75
09.06.2010;2010;6;9;8.53;7;39.5;46.5
10.06.2010;2010;6;10;8.41;0;39;45.31
11.06.2010;2010;6;11;11.33;2;39;44.19
12.06.2010;2010;6;12;11.75;5.75;39;43.13
13.06.2010;2010;6;13;16.94;11.98;39;42.6
14.06.2010;2010;6;14;18.13;5.68;41;42.87
15.06.2010;2010;6;15;16.2;0.3;43.5;43.25
16.06.2010;2010;6;16;14.11;0.08;47.4;42.95
17.06.2010;2010;6;17;15.05;7.23;55.1;42.14
18.06.2010;2010;6;18;11.13;2.18;61.4;41.43
19.06.2010;2010;6;19;11.33;0.53;64.2;40.86
20.06.2010;2010;6;20;15.78;0;62.1;40.01
21.06.2010;2010;6;21;18.29;0;57.2;38.74
22.06.2010;2010;6;22;20.34;0;53;37.35
23.06.2010;2010;6;23;22.16;0;46.7;35.99
24.06.2010;2010;6;24;19.16;0;41;34.68
25.06.2010;2010;6;25;17.28;0;36.5;33.42
26.06.2010;2010;6;26;18.98;0;28;32.2
27.06.2010;2010;6;27;22.93;0;27.5;31.03
28.06.2010;2010;6;28;21.65;0;25;29.9
29.06.2010;2010;6;29;17.41;0.5;22.5;28.82
30.06.2010;2010;6;30;11.59;0;20.5;27.77
01.07.2010;2010;7;1;11.5;0;19.5;26.76
02.07.2010;2010;7;2;18.36;0;18.5;25.79
03.07.2010;2010;7;3;21.59;0;16.5;24.85
04.07.2010;2010;7;4;19.71;0;15.5;23.94
05.07.2010;2010;7;5;14.64;0;15;23.07
06.07.2010;2010;7;6;14.31;0;14.1;22.23
07.07.2010;2010;7;7;19.58;0;13.6;21.42
08.07.2010;2010;7;8;21.5;0;12.6;20.64
09.07.2010;2010;7;9;22.87;16;12.2;19.89
10.07.2010;2010;7;10;22.05;0;12.2;19.18
11.07.2010;2010;7;11;23.3;2;11.7;18.49
12.07.2010;2010;7;12;20.45;0.3;11.2;17.84
13.07.2010;2010;7;13;13.21;0;11.2;17.22
14.07.2010;2010;7;14;15.84;0;10.8;16.61
15.07.2010;2010;7;15;19.54;0;10.8;16
16.07.2010;2010;7;16;24.61;0;10.5;15.42
17.07.2010;2010;7;17;15.66;0;10.5;14.86
18.07.2010;2010;7;18;14.33;0;10.1;14.32
19.07.2010;2010;7;19;14.83;0;9.76;13.8
20.07.2010;2010;7;20;19.18;0;9.76;13.29
21.07.2010;2010;7;21;21.93;0;9.4;12.81
22.07.2010;2010;7;22;23.95;0;9.04;12.34
23.07.2010;2010;7;23;26.21;0;9.04;11.89
24.07.2010;2010;7;24;26.59;0;8.68;11.46
25.07.2010;2010;7;25;19.56;0;8.32;11.04
26.07.2010;2010;7;26;17.15;0;8.32;10.64
27.07.2010;2010;7;27;20.25;0.75;8.32;10.25
28.07.2010;2010;7;28;24.13;2.25;8.32;9.88
29.07.2010;2010;7;29;26.09;0;8.32;9.52
30.07.2010;2010;7;30;26.19;0;8.32;9.18
31.07.2010;2010;7;31;27.98;0;8.32;8.84
01.08.2010;2010;8;1;26.14;0;8.32;8.52
02.08.2010;2010;8;2;22.35;6;7.96;8.21
03.08.2010;2010;8;3;24.33;0;7.96;7.91
04.08.2010;2010;8;4;23.28;0;7.96;7.62
05.08.2010;2010;8;5;25.83;0;7.6;7.35
06.08.2010;2010;8;6;26.86;0;7.6;7.08
07.08.2010;2010;8;7;26.21;0;7.4;6.82
08.08.2010;2010;8;8;19.85;0.5;7.4;6.57
09.08.2010;2010;8;9;19.45;1.5;7.4;6.33
10.08.2010;2010;8;10;26;0;7.4;6.1
11.08.2010;2010;8;11;27.29;0;7.4;5.88
12.08.2010;2010;8;12;23.36;0;7.2;5.67
13.08.2010;2010;8;13;16.5;0;7.2;5.46
14.08.2010;2010;8;14;10.94;0;7;5.26
15.08.2010;2010;8;15;15.23;0;6.8;5.07
16.08.2010;2010;8;16;15.16;2;6.8;4.89
17.08.2010;2010;8;17;8.83;0;6.8;4.71
18.08.2010;2010;8;18;11.65;0.08;6.8;4.54
